order_item_id,order_id,product_id,quantity,unit_price,total_price
2256,1530,95,1,63.25,63.25
2257,1530,393,3,27.43,82.29
2258,1530,438,1,26.0,26.0
2259,1531,492,1,341.02,341.02
2260,1532,414,2,284.27,568.54
2261,1533,358,1,69.42,69.42
2262,1534,134,1,137.86,137.86
2263,1535,400,2,274.25,548.5
2264,1536,246,1,66.62,66.62
2265,1536,353,1,194.78,194.78
2266,1537,20,1,25.25,25.25
2267,1538,13,1,111.92,111.92
2268,1539,328,1,183.55,183.55
2269,1540,485,1,45.57,45.57
2270,1541,479,1,1437.98,1437.98
2271,1542,496,1,146.21,146.21
2272,1543,232,1,109.38,109.38
2273,1544,223,1,166.94,166.94
2274,1544,315,1,291.47,291.47
2275,1544,465,1,81.36,81.36
2276,1544,260,1,180.76,180.76
2277,1545,291,2,74.64,149.28
2278,1546,288,1,152.85,152.85
2279,1547,34,1,34.75,34.75
2280,1548,55,1,227.67,227.67
2281,1549,345,1,58.91,58.91
2282,1549,114,2,826.27,1652.54
2283,1549,30,1,69.23,69.23
2284,1549,294,1,193.38,193.38
2285,1549,351,1,119.08,119.08
2286,1550,404,1,93.9,93.9
2287,1551,334,1,48.94,48.94
2288,1551,67,2,84.37,168.74
2289,1552,350,2,74.28,148.56
2290,1553,155,1,117.19,117.19
2291,1554,360,1,42.76,42.76
2292,1555,20,1,25.25,25.25
2293,1556,151,1,112.78,112.78
2294,1557,253,1,607.86,607.86
2295,1558,51,2,120.5,241.0
2296,1559,295,1,124.13,124.13
2297,1560,439,1,19.43,19.43
2298,1561,459,1,54.69,54.69
2299,1561,334,1,48.94,48.94
2300,1562,95,1,63.25,63.25
2301,1563,385,1,45.46,45.46
2302,1563,15,1,19.06,19.06
2303,1563,361,1,143.65,143.65
2304,1564,120,3,177.1,531.3
2305,1564,380,1,43.49,43.49
2306,1564,215,1,67.78,67.78
2307,1565,123,1,318.15,318.15
2308,1566,456,1,44.1,44.1
2309,1567,259,3,134.21,402.63
2310,1568,470,2,53.61,107.22
2311,1569,395,1,260.21,260.21
2312,1570,4,1,354.51,354.51
2313,1571,247,2,58.71,117.42
2314,1572,90,2,142.87,285.74
2315,1573,449,1,56.69,56.69
2316,1574,144,2,106.29,212.58
2317,1574,256,1,58.22,58.22
2318,1575,28,1,126.23,126.23
2319,1575,405,1,60.04,60.04
2320,1575,276,1,136.44,136.44
2321,1576,283,1,375.18,375.18
2322,1577,213,1,212.43,212.43
2323,1577,301,3,42.69,128.07
2324,1578,254,1,227.97,227.97
2325,1579,105,1,77.85,77.85
2326,1579,57,3,42.3,126.9
2327,1580,67,1,84.37,84.37
2328,1581,249,1,440.94,440.94
2329,1582,381,1,42.28,42.28
2330,1582,191,1,60.23,60.23
2331,1583,455,1,55.86,55.86
2332,1584,384,1,56.08,56.08
2333,1584,476,1,71.94,71.94
2334,1585,39,1,27.24,27.24
2335,1586,405,1,60.04,60.04
2336,1586,89,1,55.88,55.88
2337,1587,372,1,140.92,140.92
2338,1588,128,2,54.07,108.14
2339,1589,221,2,722.84,1445.68
2340,1589,370,1,44.89,44.89
2341,1589,454,1,141.69,141.69
2342,1590,77,1,97.35,97.35
2343,1591,330,1,158.46,158.46
2344,1592,126,2,646.39,1292.78
2345,1593,266,1,29.28,29.28
2346,1594,216,2,178.23,356.46
2347,1595,118,2,31.44,62.88
2348,1596,83,1,340.39,340.39
2349,1596,156,2,47.33,94.66
2350,1596,482,1,38.09,38.09
2351,1597,440,1,85.63,85.63
2352,1598,201,2,124.21,248.42
2353,1599,256,1,58.22,58.22
2354,1599,129,1,98.46,98.46
2355,1599,453,1,37.07,37.07
2356,1599,497,1,35.39,35.39
2357,1600,212,1,250.14,250.14
2358,1601,306,1,100.04,100.04
2359,1602,248,1,50.0,50.0
2360,1603,266,2,29.28,58.56
2361,1604,50,1,18.42,18.42
2362,1605,453,3,37.07,111.21
2363,1606,161,1,37.44,37.44
2364,1606,215,1,67.78,67.78
2365,1607,116,1,118.08,118.08
2366,1607,481,1,80.23,80.23
2367,1607,415,1,121.4,121.4
2368,1608,116,1,118.08,118.08
2369,1609,315,2,291.47,582.94
2370,1610,23,1,95.66,95.66
2371,1611,152,3,122.95,368.85
2372,1611,265,1,71.71,71.71
2373,1612,416,2,45.9,91.8
2374,1613,405,1,60.04,60.04
2375,1614,231,2,46.65,93.3
2376,1615,390,3,53.56,160.68
2377,1616,49,1,122.64,122.64
2378,1617,461,1,527.55,527.55
2379,1618,16,3,54.27,162.81
2380,1618,442,1,87.41,87.41
2381,1619,14,1,16.09,16.09
2382,1620,482,2,38.09,76.18
2383,1620,6,1,72.91,72.91
2384,1620,405,1,60.04,60.04
2385,1620,283,1,375.18,375.18
2386,1620,308,2,52.86,105.72
2387,1621,445,1,27.83,27.83
2388,1621,61,3,58.48,175.44
2389,1621,267,1,391.18,391.18
2390,1621,100,1,72.88,72.88
2391,1622,112,2,87.89,175.78
2392,1622,184,1,138.97,138.97
2393,1623,100,1,72.88,72.88
2394,1624,148,1,27.43,27.43
2395,1625,142,1,291.91,291.91
2396,1626,196,1,127.33,127.33
2397,1627,229,1,47.29,47.29
2398,1628,500,1,25.93,25.93
2399,1629,134,1,137.86,137.86
2400,1630,225,1,58.87,58.87
2401,1631,380,1,43.49,43.49
2402,1631,135,1,39.35,39.35
2403,1632,172,1,43.2,43.2
2404,1633,117,3,87.25,261.75
2405,1634,124,1,25.49,25.49
2406,1634,367,2,110.13,220.26
2407,1635,394,1,467.93,467.93
2408,1636,388,1,487.14,487.14
2409,1637,109,1,113.5,113.5
2410,1638,373,1,332.3,332.3
2411,1638,84,1,56.46,56.46
2412,1639,188,1,84.31,84.31
2413,1639,404,3,93.9,281.7
2414,1640,21,2,336.66,673.32
2415,1641,134,1,137.86,137.86
2416,1641,243,1,141.81,141.81
2417,1642,472,2,11.34,22.68
2418,1642,171,1,40.42,40.42
2419,1643,425,2,160.91,321.82
2420,1643,395,2,260.21,520.42
2421,1643,203,1,238.59,238.59
2422,1643,406,1,157.68,157.68
2423,1644,456,2,44.1,88.2
2424,1645,91,1,98.24,98.24
2425,1646,187,1,137.82,137.82
2426,1647,147,1,29.57,29.57
2427,1648,52,1,63.65,63.65
2428,1649,253,1,607.86,607.86
2429,1650,487,1,50.3,50.3
2430,1651,236,1,159.26,159.26
2431,1652,43,1,81.12,81.12
2432,1653,174,1,122.37,122.37
2433,1653,369,2,98.29,196.58
2434,1654,123,1,318.15,318.15
2435,1655,50,1,18.42,18.42
2436,1656,173,1,83.98,83.98
2437,1657,391,1,40.1,40.1
2438,1658,155,1,117.19,117.19
2439,1659,481,1,80.23,80.23
2440,1660,116,1,118.08,118.08
2441,1660,431,1,31.03,31.03
2442,1661,179,1,70.94,70.94
2443,1661,135,1,39.35,39.35
2444,1662,189,1,42.01,42.01
2445,1663,354,1,77.95,77.95
2446,1664,176,1,189.51,189.51
2447,1665,363,1,81.62,81.62
2448,1666,112,2,87.89,175.78
2449,1666,454,2,141.69,283.38
2450,1667,95,1,63.25,63.25
2451,1668,436,1,96.22,96.22
2452,1669,77,1,97.35,97.35
2453,1670,30,2,69.23,138.46
2454,1670,131,1,22.3,22.3
2455,1671,89,1,55.88,55.88
2456,1671,402,2,52.49,104.98
2457,1672,206,1,38.7,38.7
2458,1673,34,1,34.75,34.75
2459,1673,109,1,113.5,113.5
2460,1674,216,1,178.23,178.23
2461,1674,494,1,41.46,41.46
2462,1675,20,1,25.25,25.25
2463,1675,49,3,122.64,367.92
2464,1676,295,1,124.13,124.13
2465,1677,490,3,199.03,597.09
2466,1678,139,2,187.2,374.4
2467,1679,191,1,60.23,60.23
2468,1680,340,1,54.2,54.2
2469,1680,245,2,30.56,61.12
2470,1681,422,1,436.94,436.94
2471,1682,231,1,46.65,46.65
2472,1683,145,1,113.74,113.74
2473,1684,135,1,39.35,39.35
2474,1684,249,1,440.94,440.94
2475,1685,71,1,124.62,124.62
2476,1685,295,1,124.13,124.13
2477,1686,303,1,176.37,176.37
2478,1687,27,1,31.95,31.95
2479,1688,8,1,179.59,179.59
2480,1689,128,1,54.07,54.07
2481,1690,287,1,78.52,78.52
2482,1690,52,2,63.65,127.3
2483,1690,67,1,84.37,84.37
2484,1691,150,1,117.6,117.6
2485,1692,441,1,127.19,127.19
2486,1692,391,2,40.1,80.2
2487,1693,272,1,24.72,24.72
2488,1694,467,1,156.45,156.45
2489,1695,100,1,72.88,72.88
2490,1695,489,1,410.93,410.93
2491,1695,483,1,21.2,21.2
2492,1695,181,1,158.08,158.08
2493,1696,239,1,49.62,49.62
2494,1697,300,2,158.64,317.28
2495,1698,336,1,78.86,78.86
2496,1699,426,1,308.51,308.51
2497,1700,135,1,39.35,39.35
2498,1701,425,1,160.91,160.91
2499,1702,326,1,30.18,30.18
2500,1703,260,2,180.76,361.52
2501,1704,393,1,27.43,27.43
2502,1705,88,1,121.01,121.01
2503,1706,115,1,75.71,75.71
2504,1707,386,3,103.06,309.18
2505,1708,234,1,50.08,50.08
2506,1709,392,1,140.15,140.15
2507,1710,305,1,88.34,88.34
2508,1710,14,1,16.09,16.09
2509,1711,34,2,34.75,69.5
2510,1712,240,1,193.87,193.87
2511,1712,124,1,25.49,25.49
2512,1712,114,3,826.27,2478.81
2513,1712,91,2,98.24,196.48
2514,1713,1,1,140.76,140.76
2515,1714,178,1,333.01,333.01
2516,1715,320,1,80.07,80.07
2517,1716,272,1,24.72,24.72
2518,1717,79,1,97.77,97.77
2519,1718,49,1,122.64,122.64
2520,1719,149,3,143.99,431.97
2521,1720,8,1,179.59,179.59
2522,1721,92,2,215.25,430.5
2523,1721,129,1,98.46,98.46
2524,1722,7,1,372.89,372.89
2525,1723,229,1,47.29,47.29
2526,1724,185,1,73.62,73.62
2527,1725,155,1,117.19,117.19
2528,1726,351,1,119.08,119.08
2529,1726,39,1,27.24,27.24
2530,1727,234,1,50.08,50.08
2531,1728,356,1,36.52,36.52
2532,1728,335,2,216.5,433.0
2533,1728,264,1,35.8,35.8
2534,1728,198,1,103.37,103.37
2535,1729,408,2,79.19,158.38
2536,1730,119,1,251.78,251.78
2537,1731,34,1,34.75,34.75
2538,1731,167,1,188.64,188.64
2539,1732,128,1,54.07,54.07
2540,1733,318,1,68.09,68.09
2541,1733,441,1,127.19,127.19
2542,1734,36,1,30.0,30.0
2543,1735,232,3,109.38,328.14
2544,1736,436,3,96.22,288.66
2545,1737,376,1,45.12,45.12
2546,1738,240,1,193.87,193.87
2547,1739,142,1,291.91,291.91
2548,1740,240,3,193.87,581.61
2549,1740,163,1,255.38,255.38
2550,1740,321,1,98.23,98.23
2551,1740,329,1,157.86,157.86
2552,1741,104,1,43.73,43.73
2553,1741,439,1,19.43,19.43
2554,1742,190,1,23.03,23.03
2555,1743,448,1,38.63,38.63
2556,1744,2,1,79.48,79.48
2557,1744,70,1,50.37,50.37
2558,1744,195,2,105.2,210.4
2559,1744,89,2,55.88,111.76
2560,1744,305,1,88.34,88.34
2561,1745,239,1,49.62,49.62
2562,1746,159,2,30.81,61.62
2563,1747,350,1,74.28,74.28
2564,1748,75,1,8.52,8.52
2565,1749,427,1,37.77,37.77
2566,1750,14,1,16.09,16.09
2567,1751,395,1,260.21,260.21
2568,1752,327,1,255.26,255.26
2569,1753,125,1,152.65,152.65
2570,1754,57,1,42.3,42.3
2571,1754,190,1,23.03,23.03
2572,1755,380,1,43.49,43.49
2573,1755,363,1,81.62,81.62
2574,1756,325,2,36.4,72.8
2575,1757,83,1,340.39,340.39
2576,1758,471,1,70.28,70.28
2577,1759,263,1,4.87,4.87
2578,1760,121,1,183.45,183.45
2579,1760,132,1,95.75,95.75
2580,1760,404,1,93.9,93.9
2581,1760,41,1,174.97,174.97
2582,1760,27,1,31.95,31.95
2583,1761,323,1,43.1,43.1
2584,1762,120,1,177.1,177.1
2585,1763,417,1,363.59,363.59
2586,1764,152,1,122.95,122.95
2587,1764,91,1,98.24,98.24
2588,1765,482,1,38.09,38.09
2589,1766,339,1,130.53,130.53
2590,1767,480,1,246.56,246.56
2591,1767,458,2,35.46,70.92
2592,1768,294,1,193.38,193.38
2593,1769,301,1,42.69,42.69
2594,1770,417,1,363.59,363.59
2595,1771,59,1,121.28,121.28
2596,1771,463,1,47.95,47.95
2597,1771,331,1,89.03,89.03
2598,1771,183,1,34.34,34.34
2599,1772,317,1,166.29,166.29
2600,1772,35,1,188.72,188.72
2601,1772,329,1,157.86,157.86
2602,1772,89,1,55.88,55.88
2603,1773,133,1,34.6,34.6
2604,1773,378,1,106.17,106.17
2605,1774,309,1,147.29,147.29
2606,1775,291,1,74.64,74.64
2607,1776,280,1,63.64,63.64
2608,1777,356,2,36.52,73.04
2609,1778,184,1,138.97,138.97
2610,1779,460,1,30.63,30.63
2611,1780,227,1,95.38,95.38
2612,1781,362,2,357.62,715.24
2613,1782,147,2,29.57,59.14
2614,1782,376,1,45.12,45.12
2615,1783,238,1,106.46,106.46
2616,1784,303,1,176.37,176.37
2617,1785,27,1,31.95,31.95
2618,1785,141,1,110.47,110.47
2619,1785,113,1,95.03,95.03
2620,1786,214,1,161.78,161.78
2621,1787,25,2,55.15,110.3
2622,1788,4,1,354.51,354.51
2623,1789,331,1,89.03,89.03
2624,1790,263,1,4.87,4.87
2625,1791,164,1,43.01,43.01
2626,1792,389,1,211.74,211.74
2627,1793,334,1,48.94,48.94
2628,1793,488,1,34.01,34.01
2629,1794,88,1,121.01,121.01
2630,1794,1,2,140.76,281.52
2631,1794,262,1,85.32,85.32
2632,1794,57,1,42.3,42.3
2633,1794,204,1,232.39,232.39
2634,1795,10,1,146.69,146.69
2635,1796,496,2,146.21,292.42
2636,1797,175,1,115.47,115.47
2637,1798,383,1,13.31,13.31
2638,1799,169,1,72.18,72.18
2639,1800,27,1,31.95,31.95
2640,1801,156,1,47.33,47.33
2641,1802,13,1,111.92,111.92
2642,1803,428,2,166.91,333.82
2643,1804,151,1,112.78,112.78
2644,1805,140,1,29.73,29.73
2645,1806,254,1,227.97,227.97
2646,1807,305,1,88.34,88.34
2647,1808,387,1,122.44,122.44
2648,1809,205,1,26.05,26.05
2649,1810,293,1,52.96,52.96
2650,1810,351,1,119.08,119.08
2651,1811,118,1,31.44,31.44
2652,1812,162,1,182.8,182.8
2653,1812,497,1,35.39,35.39
2654,1813,356,1,36.52,36.52
2655,1814,473,1,23.02,23.02
2656,1815,362,1,357.62,357.62
2657,1816,273,1,256.43,256.43
2658,1817,99,1,90.43,90.43
2659,1817,348,1,25.36,25.36
2660,1818,99,1,90.43,90.43
2661,1818,482,1,38.09,38.09
2662,1819,284,1,29.55,29.55
2663,1820,305,1,88.34,88.34
2664,1821,45,1,23.79,23.79
2665,1822,320,1,80.07,80.07
2666,1823,262,1,85.32,85.32
2667,1823,34,1,34.75,34.75
2668,1824,195,1,105.2,105.2
2669,1824,66,1,305.09,305.09
2670,1825,231,1,46.65,46.65
2671,1826,86,2,57.31,114.62
2672,1827,450,2,34.7,69.4
2673,1828,335,2,216.5,433.0
2674,1828,287,2,78.52,157.04
2675,1829,106,1,129.5,129.5
2676,1830,210,1,2885.51,2885.51
2677,1831,78,1,68.78,68.78
2678,1831,220,3,96.9,290.7
2679,1832,338,1,67.41,67.41
2680,1833,295,1,124.13,124.13
2681,1833,344,1,57.04,57.04
2682,1833,310,1,75.04,75.04
2683,1833,409,1,100.31,100.31
2684,1834,228,1,34.12,34.12
2685,1834,117,1,87.25,87.25
2686,1834,496,2,146.21,292.42
2687,1835,425,1,160.91,160.91
2688,1836,283,1,375.18,375.18
2689,1837,320,1,80.07,80.07
2690,1838,240,1,193.87,193.87
2691,1838,9,1,59.0,59.0
2692,1838,149,1,143.99,143.99
2693,1839,359,1,120.36,120.36
2694,1839,143,1,21.18,21.18
2695,1839,109,1,113.5,113.5
2696,1840,373,1,332.3,332.3
2697,1841,108,1,105.33,105.33
2698,1842,3,1,161.24,161.24
2699,1842,71,2,124.62,249.24
2700,1843,198,1,103.37,103.37
2701,1844,264,1,35.8,35.8
2702,1844,307,1,284.26,284.26
2703,1844,89,1,55.88,55.88
2704,1845,263,2,4.87,9.74
2705,1846,307,1,284.26,284.26
2706,1847,78,1,68.78,68.78
2707,1848,21,1,336.66,336.66
2708,1849,150,1,117.6,117.6
2709,1849,287,1,78.52,78.52
2710,1850,417,1,363.59,363.59
2711,1851,193,3,109.15,327.45
2712,1852,22,1,73.46,73.46
2713,1852,244,1,196.21,196.21
2714,1853,360,1,42.76,42.76
2715,1853,421,1,575.17,575.17
2716,1854,264,1,35.8,35.8
2717,1855,312,1,241.99,241.99
2718,1856,166,1,130.52,130.52
2719,1856,152,1,122.95,122.95
2720,1856,352,1,339.62,339.62
2721,1856,434,1,171.71,171.71
2722,1857,275,2,37.21,74.42
2723,1857,41,1,174.97,174.97
2724,1857,451,1,85.08,85.08
2725,1857,145,1,113.74,113.74
2726,1858,234,1,50.08,50.08
2727,1859,455,1,55.86,55.86
2728,1859,326,1,30.18,30.18
2729,1860,424,1,215.81,215.81
2730,1861,483,1,21.2,21.2
2731,1862,409,1,100.31,100.31
2732,1863,269,1,60.58,60.58
2733,1864,306,1,100.04,100.04
2734,1865,15,1,19.06,19.06
2735,1866,45,1,23.79,23.79
2736,1866,101,2,25.18,50.36
2737,1867,370,1,44.89,44.89
2738,1868,489,1,410.93,410.93
2739,1869,230,2,165.94,331.88
2740,1870,249,1,440.94,440.94
2741,1871,126,1,646.39,646.39
2742,1872,252,1,205.63,205.63
2743,1873,311,1,74.0,74.0
2744,1873,117,1,87.25,87.25
2745,1873,228,1,34.12,34.12
2746,1873,224,1,21.08,21.08
2747,1874,308,3,52.86,158.58
2748,1875,257,2,281.52,563.04
2749,1876,188,1,84.31,84.31
2750,1877,488,1,34.01,34.01
2751,1878,177,1,91.08,91.08
2752,1879,14,1,16.09,16.09
2753,1880,284,1,29.55,29.55
2754,1881,224,1,21.08,21.08
2755,1882,96,1,24.12,24.12
2756,1883,11,1,59.32,59.32
2757,1884,266,1,29.28,29.28
2758,1885,332,1,40.14,40.14
2759,1885,183,1,34.34,34.34
2760,1885,467,1,156.45,156.45
2761,1885,443,1,14.0,14.0
2762,1885,27,1,31.95,31.95
2763,1886,263,1,4.87,4.87
2764,1886,380,3,43.49,130.47
2765,1886,59,1,121.28,121.28
2766,1886,307,1,284.26,284.26
2767,1887,486,2,25.03,50.06
2768,1888,248,1,50.0,50.0
2769,1889,444,2,83.08,166.16
2770,1890,38,2,15.43,30.86
2771,1890,157,1,482.6,482.6
2772,1891,250,1,129.6,129.6
2773,1891,441,1,127.19,127.19
2774,1892,209,2,143.1,286.2
2775,1893,480,2,246.56,493.12
2776,1894,58,2,68.15,136.3
2777,1894,116,1,118.08,118.08
2778,1895,316,1,91.73,91.73
2779,1896,259,1,134.21,134.21
2780,1897,94,2,67.03,134.06
2781,1898,474,1,308.03,308.03
2782,1899,130,2,57.22,114.44
2783,1900,282,1,163.35,163.35
2784,1901,321,1,98.23,98.23
2785,1901,423,2,71.95,143.9
2786,1902,138,1,67.37,67.37
2787,1903,479,1,1437.98,1437.98
2788,1903,144,1,106.29,106.29
2789,1904,497,2,35.39,70.78
2790,1904,24,1,24.97,24.97
2791,1904,334,1,48.94,48.94
2792,1905,231,1,46.65,46.65
2793,1906,338,1,67.41,67.41
2794,1907,343,1,112.22,112.22
2795,1908,413,1,22.63,22.63
2796,1909,27,1,31.95,31.95
2797,1910,38,1,15.43,15.43
2798,1910,227,1,95.38,95.38
2799,1911,462,2,92.92,185.84
2800,1912,442,1,87.41,87.41
2801,1912,456,1,44.1,44.1
2802,1913,490,1,199.03,199.03
2803,1914,443,1,14.0,14.0
2804,1915,181,1,158.08,158.08
2805,1916,392,1,140.15,140.15
2806,1917,379,1,646.01,646.01
2807,1918,478,1,119.12,119.12
2808,1919,322,1,153.8,153.8
2809,1919,127,1,36.91,36.91
2810,1919,479,1,1437.98,1437.98
2811,1919,53,1,48.95,48.95
2812,1919,128,1,54.07,54.07
2813,1920,352,1,339.62,339.62
2814,1921,430,2,18.49,36.98
2815,1922,184,1,138.97,138.97
2816,1923,434,1,171.71,171.71
2817,1924,166,1,130.52,130.52
2818,1925,306,1,100.04,100.04
2819,1925,377,1,197.37,197.37
2820,1925,258,1,47.61,47.61
2821,1926,13,1,111.92,111.92
2822,1927,85,1,43.48,43.48
2823,1928,293,1,52.96,52.96
2824,1929,384,1,56.08,56.08
2825,1929,90,1,142.87,142.87
2826,1930,375,1,625.07,625.07
2827,1931,377,1,197.37,197.37
2828,1932,337,1,42.82,42.82
2829,1933,133,1,34.6,34.6
2830,1934,484,1,108.11,108.11
2831,1934,470,1,53.61,53.61
2832,1935,408,1,79.19,79.19
2833,1936,2,1,79.48,79.48
2834,1937,62,1,76.17,76.17
2835,1938,461,1,527.55,527.55
2836,1939,34,1,34.75,34.75
2837,1939,8,1,179.59,179.59
2838,1940,376,2,45.12,90.24
2839,1941,444,1,83.08,83.08
2840,1941,216,1,178.23,178.23
2841,1942,86,1,57.31,57.31
2842,1942,304,1,155.92,155.92
2843,1943,46,1,47.09,47.09
2844,1944,120,1,177.1,177.1
2845,1945,271,1,329.36,329.36
2846,1946,499,1,40.93,40.93
2847,1947,348,1,25.36,25.36
2848,1948,215,1,67.78,67.78
2849,1948,385,1,45.46,45.46
2850,1949,477,1,151.25,151.25
2851,1950,175,1,115.47,115.47
2852,1951,116,1,118.08,118.08
2853,1952,391,3,40.1,120.3
2854,1953,381,1,42.28,42.28
2855,1954,383,1,13.31,13.31
2856,1955,157,1,482.6,482.6
2857,1955,184,2,138.97,277.94
2858,1955,355,1,88.49,88.49
2859,1956,165,1,214.23,214.23
2860,1957,196,1,127.33,127.33
2861,1958,280,2,63.64,127.28
2862,1959,224,1,21.08,21.08
2863,1959,485,2,45.57,91.14
2864,1960,7,1,372.89,372.89
2865,1961,111,1,16.01,16.01
2866,1962,132,1,95.75,95.75
2867,1963,119,1,251.78,251.78
2868,1964,2,1,79.48,79.48
2869,1964,467,1,156.45,156.45
2870,1965,255,1,22.93,22.93
2871,1966,490,1,199.03,199.03
2872,1967,171,1,40.42,40.42
2873,1968,355,1,88.49,88.49
2874,1969,391,1,40.1,40.1
2875,1970,158,1,137.89,137.89
2876,1971,124,1,25.49,25.49
2877,1972,474,1,308.03,308.03
2878,1973,313,1,189.21,189.21
2879,1973,158,1,137.89,137.89
2880,1973,124,1,25.49,25.49
2881,1973,240,2,193.87,387.74
2882,1974,375,1,625.07,625.07
2883,1974,36,1,30.0,30.0
2884,1974,339,1,130.53,130.53
2885,1975,5,1,72.91,72.91
2886,1976,392,1,140.15,140.15
2887,1977,241,2,44.11,88.22
2888,1978,42,1,105.03,105.03
2889,1979,396,1,59.01,59.01
2890,1980,246,1,66.62,66.62
2891,1981,114,3,826.27,2478.81
2892,1982,165,3,214.23,642.69
2893,1982,37,1,108.63,108.63
2894,1983,364,1,129.22,129.22
2895,1984,223,3,166.94,500.82
2896,1985,234,2,50.08,100.16
2897,1986,70,1,50.37,50.37
2898,1987,350,2,74.28,148.56
2899,1988,85,2,43.48,86.96
2900,1989,213,1,212.43,212.43
2901,1990,83,1,340.39,340.39
2902,1990,436,1,96.22,96.22
2903,1990,401,1,21.43,21.43
2904,1990,172,1,43.2,43.2
2905,1991,98,3,113.86,341.58
2906,1991,78,1,68.78,68.78
2907,1992,310,1,75.04,75.04
2908,1993,179,1,70.94,70.94
2909,1994,117,1,87.25,87.25
2910,1994,35,1,188.72,188.72
2911,1995,135,1,39.35,39.35
2912,1995,67,1,84.37,84.37
2913,1995,166,1,130.52,130.52
2914,1995,297,1,202.28,202.28
2915,1996,212,1,250.14,250.14
2916,1997,278,1,52.45,52.45
2917,1998,438,3,26.0,78.0
2918,1999,224,2,21.08,42.16
2919,2000,258,1,47.61,47.61
2920,2000,466,1,73.78,73.78
2921,2000,150,1,117.6,117.6
2922,2001,495,1,354.54,354.54
2923,2002,124,1,25.49,25.49
2924,2003,472,1,11.34,11.34
2925,2004,174,1,122.37,122.37
2926,2005,434,1,171.71,171.71
2927,2006,316,1,91.73,91.73
2928,2007,336,1,78.86,78.86
2929,2008,452,1,212.65,212.65
2930,2009,220,1,96.9,96.9
2931,2010,58,2,68.15,136.3
2932,2011,360,1,42.76,42.76
2933,2011,42,1,105.03,105.03
2934,2012,374,2,213.44,426.88
2935,2013,396,1,59.01,59.01
2936,2014,349,1,47.15,47.15
2937,2015,235,1,619.89,619.89
2938,2016,81,1,73.87,73.87
2939,2017,127,1,36.91,36.91
2940,2017,22,1,73.46,73.46
2941,2018,461,1,527.55,527.55
2942,2018,36,1,30.0,30.0
2943,2018,112,1,87.89,87.89
2944,2018,295,1,124.13,124.13
2945,2019,239,3,49.62,148.86
2946,2020,452,1,212.65,212.65
2947,2021,70,1,50.37,50.37
2948,2022,390,1,53.56,53.56
2949,2023,280,2,63.64,127.28
2950,2024,282,1,163.35,163.35
2951,2025,26,1,99.47,99.47
2952,2025,106,1,129.5,129.5
2953,2025,418,2,99.89,199.78
2954,2026,443,2,14.0,28.0
2955,2027,184,1,138.97,138.97
2956,2028,456,1,44.1,44.1
2957,2028,321,2,98.23,196.46
2958,2028,371,1,92.02,92.02
2959,2029,156,1,47.33,47.33
2960,2030,265,1,71.71,71.71
2961,2030,242,1,81.19,81.19
2962,2031,234,2,50.08,100.16
2963,2032,474,3,308.03,924.09
2964,2033,360,1,42.76,42.76
2965,2034,122,2,39.71,79.42
2966,2035,185,1,73.62,73.62
2967,2036,497,1,35.39,35.39
2968,2037,222,1,16.77,16.77
2969,2037,422,1,436.94,436.94
2970,2037,271,1,329.36,329.36
2971,2037,287,1,78.52,78.52
2972,2038,238,1,106.46,106.46
2973,2039,351,1,119.08,119.08
2974,2040,345,1,58.91,58.91
2975,2041,183,1,34.34,34.34
2976,2041,434,1,171.71,171.71
2977,2042,495,2,354.54,709.08
2978,2043,185,1,73.62,73.62
2979,2044,362,1,357.62,357.62
2980,2044,356,3,36.52,109.56
2981,2045,381,3,42.28,126.84
2982,2045,188,1,84.31,84.31
2983,2046,201,1,124.21,124.21
2984,2047,280,3,63.64,190.92
2985,2047,277,1,107.68,107.68
2986,2048,490,1,199.03,199.03
2987,2049,338,1,67.41,67.41
2988,2049,11,1,59.32,59.32
2989,2050,461,1,527.55,527.55
2990,2051,394,1,467.93,467.93
2991,2051,340,1,54.2,54.2
2992,2051,454,1,141.69,141.69
2993,2052,403,1,90.44,90.44
2994,2053,279,1,95.85,95.85
2995,2054,459,1,54.69,54.69
2996,2055,272,1,24.72,24.72
2997,2056,360,1,42.76,42.76
2998,2056,128,1,54.07,54.07
2999,2057,391,1,40.1,40.1
3000,2057,5,1,72.91,72.91
3001,2058,369,1,98.29,98.29
3002,2059,295,1,124.13,124.13
3003,2059,134,1,137.86,137.86
3004,2060,356,1,36.52,36.52
3005,2061,343,2,112.22,224.44
3006,2061,237,1,14.55,14.55
3007,2061,494,3,41.46,124.38
3008,2061,120,1,177.1,177.1
3009,2062,492,2,341.02,682.04
3010,2063,385,1,45.46,45.46
3011,2064,231,1,46.65,46.65
3012,2065,275,1,37.21,37.21
3013,2066,361,1,143.65,143.65
3014,2067,435,2,347.97,695.94
3015,2068,314,1,187.2,187.2
3016,2069,60,1,216.59,216.59
3017,2070,279,1,95.85,95.85
3018,2070,213,1,212.43,212.43
3019,2070,317,1,166.29,166.29
3020,2071,429,1,233.36,233.36
3021,2072,244,1,196.21,196.21
3022,2072,232,1,109.38,109.38
3023,2072,140,1,29.73,29.73
3024,2072,292,1,57.76,57.76
3025,2073,97,1,117.51,117.51
3026,2074,196,1,127.33,127.33
3027,2075,303,1,176.37,176.37
3028,2076,486,1,25.03,25.03
3029,2077,166,1,130.52,130.52
3030,2078,341,1,42.95,42.95
