order_id,customer_id,order_date,status,total_amount
3261,2276,2025-07-24 17:34:14,Purchased,24.45
3262,60,2025-09-22 01:53:49,Purchased,150.77
3263,2368,2025-03-19 02:08:52,Purchased,190.95
3264,2095,2025-04-18 04:56:33,Purchased,45.26
3265,454,2025-07-02 03:19:04,Abandoned,442.96
3266,548,2025-03-11 00:04:47,Purchased,45.46
3267,565,2025-04-05 09:20:31,Purchased,510.76
3268,2793,2025-01-05 13:54:59,Purchased,110.94
3269,2578,2025-10-02 17:26:42,Purchased,296.55
3270,133,2025-06-19 18:32:26,Purchased,98.46
3271,2909,2025-02-01 19:33:50,Purchased,1124.35
3272,1851,2025-01-09 16:57:23,Purchased,153.8
3273,12,2025-01-10 15:12:55,Purchased,730.67
3274,2295,2025-06-06 02:30:51,Abandoned,860.23
3275,1042,2024-12-03 04:01:39,Purchased,81.75
3276,408,2025-04-01 04:58:13,Purchased,238.76
3277,1357,2025-05-21 06:26:41,Purchased,482.6
3278,1668,2025-03-20 19:13:45,Purchased,136.3
3279,2113,2025-10-05 18:37:42,Purchased,646.39
3280,25,2025-09-11 06:13:40,Abandoned,87.16
3281,2521,2025-08-28 08:37:16,Purchased,158.46
3282,1352,2025-04-22 01:15:34,Purchased,66.13
3283,2853,2024-10-27 00:26:53,Purchased,162.03
3284,1868,2025-09-03 09:58:40,Purchased,35.39
3285,2865,2025-05-15 10:45:31,Purchased,336.66
3286,2441,2025-05-21 18:14:49,Purchased,52.49
3287,652,2025-02-24 16:00:16,Purchased,121.4
3288,1897,2025-02-28 04:43:37,Purchased,304.44
3289,166,2024-10-31 14:30:52,Purchased,95.38
3290,975,2025-03-29 09:51:10,Purchased,165.55
3291,483,2025-06-04 13:20:41,Purchased,110.13
3292,538,2025-08-15 22:35:50,Purchased,127.3
3293,2835,2025-02-07 21:50:35,Purchased,606.88
3294,2309,2025-01-21 15:34:05,Purchased,152.85
3295,439,2025-08-21 18:20:55,Abandoned,207.69
3296,76,2025-10-18 12:35:39,Purchased,476.81
3297,2174,2025-06-07 02:40:18,Cancelled,72.74
3298,1428,2025-07-01 23:15:22,Purchased,30.63
3299,2906,2025-10-15 20:34:09,Purchased,55.84
3300,1116,2025-02-08 00:43:55,Purchased,173.68
3301,1600,2025-02-05 11:33:17,Purchased,56.08
3302,2365,2025-09-01 13:58:25,Purchased,26.05
3303,200,2024-12-05 09:29:00,Purchased,164.47
3304,597,2024-11-17 15:25:06,Purchased,111.92
3305,2100,2025-08-26 08:41:34,Purchased,89.65
3306,2854,2025-07-30 13:36:31,Purchased,228.02
3307,2034,2024-11-20 08:48:29,Purchased,94.32
3308,1134,2024-10-31 05:50:06,Purchased,466.18
3309,1269,2025-02-18 14:46:31,Purchased,89.19
3310,2382,2024-12-20 19:59:48,Purchased,137.06
3311,1852,2025-09-23 10:11:13,Cancelled,2795.85
3312,2504,2025-05-02 05:12:25,Purchased,216.5
3313,1893,2025-08-23 21:42:56,Purchased,485.88
3314,1707,2025-08-11 22:11:13,Purchased,176.09
3315,2003,2025-06-12 11:14:57,Purchased,765.16
3316,1296,2025-04-27 05:31:02,Purchased,182.8
3317,1589,2025-02-03 07:32:46,Purchased,105.42
3318,1675,2025-06-23 19:41:06,Purchased,110.94
3319,2983,2025-01-08 02:28:59,Purchased,50.37
3320,1291,2025-03-09 15:10:09,Purchased,368.04
3321,487,2025-02-10 06:58:10,Purchased,40.26
3322,1098,2025-09-16 23:20:02,Purchased,15.54
3323,137,2025-06-09 04:19:08,Purchased,166.91
3324,172,2024-12-22 12:30:42,Purchased,48.25
3325,302,2024-12-08 17:25:35,Purchased,55.84
3326,2309,2025-10-17 18:44:01,Abandoned,73.78
3327,442,2024-10-25 17:03:55,Cancelled,556.46
3328,1715,2024-12-05 15:31:59,Purchased,146.69
3329,692,2025-09-20 14:04:58,Cancelled,251.78
3330,1494,2025-05-16 21:24:23,Purchased,187.09
3331,1018,2025-08-31 17:45:19,Cancelled,367.09
3332,1671,2024-11-21 17:50:50,Purchased,406.39
3333,887,2025-05-09 06:20:02,Purchased,189.21
3334,2362,2025-05-25 02:18:54,Purchased,69.4
3335,2129,2025-09-30 20:59:37,Purchased,709.02
3336,2953,2025-06-30 20:46:11,Cancelled,34.01
3337,753,2025-06-20 23:49:12,Purchased,68.78
3338,2772,2025-04-04 14:16:04,Purchased,95.03
3339,1769,2025-06-19 13:44:02,Purchased,129.71
3340,2393,2025-10-07 05:28:17,Purchased,44.48
3341,2455,2025-10-24 11:26:51,Abandoned,653.41
3342,2810,2025-06-23 21:43:00,Purchased,221.88
3343,2443,2025-07-01 07:16:14,Purchased,120.36
3344,461,2024-12-08 07:06:04,Abandoned,25.36
3345,654,2025-01-16 07:51:44,Cancelled,359.33
3346,596,2024-12-24 14:33:44,Purchased,113.5
3347,745,2025-08-17 08:33:35,Purchased,170.41
3348,683,2025-09-19 07:31:47,Cancelled,124.62
3349,651,2025-09-25 04:37:01,Abandoned,311.33
3350,1193,2025-06-25 22:13:27,Purchased,16.01
3351,563,2025-06-09 20:02:46,Purchased,118.7
3352,2837,2025-01-28 11:31:31,Purchased,145.76
3353,638,2025-03-17 18:00:05,Cancelled,1043.91
3354,1889,2025-04-17 06:29:15,Purchased,81.2
3355,2027,2025-02-26 19:36:19,Cancelled,30.63
3356,2855,2025-01-14 18:39:59,Purchased,59.2
3357,1778,2025-05-18 11:36:05,Purchased,496.84
3358,2453,2025-02-21 06:34:07,Purchased,737.99
3359,1054,2025-08-30 12:39:33,Purchased,60.23
3360,306,2025-05-08 10:27:17,Cancelled,181.93
3361,2224,2025-10-04 22:22:21,Purchased,34.12
3362,1549,2025-06-28 10:51:15,Cancelled,68.79
3363,2605,2024-11-24 06:59:37,Purchased,91.04
3364,714,2024-12-03 07:03:41,Purchased,4.87
3365,2754,2024-11-28 19:00:27,Purchased,21.18
3366,2363,2025-02-28 08:48:23,Cancelled,338.56
3367,1931,2025-07-30 11:36:38,Purchased,113.74
3368,1991,2025-05-07 03:34:43,Purchased,45.9
3369,2968,2024-11-08 18:21:05,Purchased,321.09
3370,1856,2025-09-22 06:04:21,Purchased,274.25
3371,1342,2025-01-06 10:24:41,Purchased,210.66
3372,210,2025-02-18 12:13:24,Purchased,52.45
3373,116,2025-04-21 01:25:59,Purchased,47.29
3374,2316,2025-03-17 15:23:42,Purchased,2979.3
3375,135,2025-03-27 19:30:23,Purchased,110.94
3376,1493,2024-11-14 20:00:17,Purchased,255.38
3377,2622,2025-07-01 21:28:46,Abandoned,283.66
3378,1153,2024-11-30 02:17:17,Purchased,96.9
3379,1806,2025-09-28 07:05:13,Purchased,140.92
3380,381,2025-09-15 06:31:59,Purchased,72.36
3381,1820,2025-04-03 04:30:06,Abandoned,355.25
3382,20,2025-02-13 08:29:02,Purchased,291.31
3383,1488,2025-09-16 23:58:43,Purchased,107.64
3384,2112,2025-10-22 12:25:59,Purchased,86.96
3385,701,2025-10-01 10:57:27,Purchased,143.99
3386,1088,2025-07-19 00:25:56,Purchased,99.7
3387,857,2024-12-26 20:08:15,Purchased,54.69
3388,1808,2025-03-23 10:25:52,Purchased,43.49
3389,2872,2025-01-05 22:31:14,Purchased,121.4
3390,1681,2025-02-19 09:50:43,Abandoned,24.12
3391,2444,2025-09-13 08:25:48,Abandoned,194.56
3392,483,2025-03-04 00:09:44,Purchased,202.28
3393,2963,2025-10-13 00:43:56,Purchased,23.03
3394,164,2025-02-27 17:44:25,Purchased,428.46
3395,1418,2025-02-12 09:33:18,Purchased,117.5
3396,2353,2025-04-04 19:33:06,Abandoned,223.84
3397,2942,2024-12-27 08:12:23,Cancelled,317.28
3398,1928,2024-10-26 10:18:19,Purchased,124.62
3399,1584,2025-10-14 08:48:21,Purchased,42.28
3400,1974,2025-01-02 05:54:08,Cancelled,130.52
3401,331,2024-12-12 02:35:45,Purchased,90.85
3402,2193,2025-09-12 17:08:11,Abandoned,105.33
3403,1736,2025-01-22 16:36:00,Abandoned,460.02
3404,1928,2025-03-06 20:45:30,Purchased,162.64
3405,1138,2025-07-27 12:51:34,Purchased,87.25
3406,1704,2025-01-30 12:22:13,Purchased,46.29
3407,2849,2025-08-29 03:46:36,Purchased,1186.89
3408,1029,2025-03-25 09:23:17,Abandoned,238.59
3409,628,2025-06-24 02:40:23,Abandoned,112.22
3410,1961,2025-07-27 14:13:26,Purchased,29.34
3411,487,2025-07-22 09:03:36,Cancelled,45.9
3412,558,2024-12-30 00:59:32,Purchased,138.97
3413,1907,2024-12-20 03:01:29,Purchased,161.78
3414,1295,2025-07-09 21:21:06,Purchased,61.65
3415,1842,2025-01-30 05:49:42,Purchased,81.2
3416,2766,2025-06-03 09:15:04,Abandoned,286.68
3417,1165,2025-02-12 15:41:31,Purchased,200.08
3418,257,2024-10-26 17:00:42,Purchased,95.03
3419,2014,2025-05-03 12:57:39,Abandoned,42.28
3420,1619,2025-09-15 01:06:11,Purchased,424.29
3421,2104,2025-09-24 04:43:33,Purchased,111.92
3422,328,2024-11-26 13:01:03,Cancelled,14.0
3423,1387,2025-08-12 17:32:08,Purchased,108.63
3424,1773,2025-04-15 22:06:10,Cancelled,208.27
3425,720,2025-01-28 18:03:04,Purchased,289.01
3426,2744,2025-07-10 23:25:06,Abandoned,369.59
3427,2143,2025-02-16 18:36:46,Cancelled,85.08
3428,2233,2025-01-22 03:10:09,Purchased,474.54
3429,1552,2025-02-09 10:22:05,Purchased,733.48
3430,1793,2025-03-23 15:46:15,Cancelled,53.56
3431,909,2025-03-22 22:05:47,Purchased,119.08
3432,1968,2025-10-14 18:28:18,Purchased,39.76
3433,1856,2024-11-18 06:28:36,Purchased,81.12
3434,1355,2025-10-16 19:28:08,Purchased,1041.86
3435,698,2025-09-01 09:59:30,Abandoned,147.56
3436,2905,2025-06-24 14:13:16,Abandoned,185.01
3437,2371,2025-10-19 18:13:42,Abandoned,1118.67
3438,1201,2025-03-06 09:55:50,Purchased,109.13
3439,1474,2025-09-13 18:02:04,Purchased,85.38
3440,954,2025-10-19 20:41:35,Purchased,171.16
3441,1557,2025-02-02 19:51:12,Purchased,529.55
3442,935,2025-04-26 14:03:20,Purchased,34.75
3443,2826,2025-07-18 06:23:25,Purchased,467.93
3444,2825,2024-11-13 10:14:00,Purchased,112.78
3445,980,2025-08-01 01:51:04,Cancelled,84.18
3446,654,2025-07-09 06:15:01,Purchased,153.8
3447,846,2024-11-13 20:00:39,Purchased,88.22
3448,1004,2025-04-05 03:53:29,Purchased,551.91
3449,589,2024-11-13 20:49:31,Purchased,80.23
3450,1313,2025-08-30 08:17:38,Purchased,84.67
3451,847,2025-08-28 12:31:06,Purchased,356.46
3452,1878,2025-01-30 04:40:48,Purchased,134.21
3453,2096,2025-10-19 22:08:24,Purchased,333.01
3454,2491,2025-06-03 19:10:23,Purchased,23.79
3455,1448,2025-05-17 05:57:45,Purchased,222.5
3456,1328,2025-09-21 12:45:13,Purchased,586.18
3457,1173,2024-11-24 01:39:39,Purchased,210.14
3458,588,2024-11-14 03:47:36,Cancelled,90.24
3459,305,2025-04-14 15:05:42,Purchased,775.24
3460,2013,2025-06-06 16:14:01,Purchased,101.26
3461,166,2025-08-21 16:17:48,Purchased,201.96
3462,1230,2025-03-12 23:54:40,Purchased,276.96
3463,40,2024-12-06 05:59:41,Purchased,469.45
3464,2359,2025-03-26 02:08:05,Purchased,24.72
3465,1482,2025-01-06 21:54:35,Purchased,648.92
3466,2490,2025-03-05 03:52:55,Purchased,401.44
3467,1666,2024-12-15 23:59:55,Purchased,965.2
3468,836,2024-11-23 02:58:57,Purchased,391.18
3469,2058,2025-02-03 01:10:16,Purchased,62.73
3470,2835,2025-06-27 18:30:17,Abandoned,53.56
3471,761,2025-08-17 07:28:47,Purchased,381.79
3472,378,2025-08-07 20:00:09,Purchased,35.46
3473,2532,2024-11-27 08:06:09,Cancelled,168.89
3474,1238,2025-08-08 15:19:43,Purchased,194.78
3475,2770,2025-01-02 00:47:56,Purchased,105.03
3476,1315,2024-10-25 08:17:14,Cancelled,79.19
3477,386,2025-10-14 14:22:40,Cancelled,646.39
3478,2004,2024-12-30 08:49:12,Cancelled,1207.21
3479,1191,2024-12-28 10:13:29,Purchased,91.14
3480,2959,2025-02-15 04:58:11,Abandoned,117.46
3481,2427,2025-06-28 01:02:24,Purchased,97.88
3482,2127,2024-12-05 14:30:23,Purchased,67.03
3483,1859,2025-05-02 12:50:57,Purchased,70.28
3484,623,2025-03-05 10:00:15,Purchased,471.13
3485,381,2025-03-29 06:21:03,Purchased,220.94
3486,127,2024-11-20 08:01:35,Purchased,137.89
3487,248,2025-03-22 21:34:57,Purchased,215.25
3488,2433,2025-05-13 00:25:19,Purchased,194.56
3489,1627,2024-11-10 07:50:02,Abandoned,98.46
3490,894,2025-10-11 19:24:53,Purchased,227.67
3491,2142,2025-06-18 01:10:13,Abandoned,52.45
3492,1124,2025-03-05 05:10:03,Purchased,121.62
3493,1664,2025-04-12 13:00:09,Abandoned,411.87
3494,2367,2025-01-31 11:02:31,Purchased,203.79
3495,2810,2025-07-10 05:14:21,Purchased,125.2
3496,1296,2025-09-12 12:13:00,Purchased,675.67
3497,2244,2024-11-27 12:38:10,Purchased,1055.1
3498,596,2025-05-18 12:38:50,Purchased,304.44
3499,1685,2025-08-05 10:08:53,Purchased,47.29
3500,1121,2025-10-12 13:08:52,Purchased,134.61
3501,362,2025-03-04 13:42:20,Purchased,14.55
3502,1414,2025-02-06 22:52:53,Purchased,41.62
3503,1066,2024-12-11 11:44:12,Purchased,265.06
3504,326,2025-01-07 15:14:19,Purchased,46.65
3505,2914,2025-01-17 23:02:48,Purchased,728.35
3506,1537,2025-07-13 23:13:09,Purchased,78.24
3507,2906,2025-01-09 16:46:02,Purchased,124.62
3508,1632,2025-04-12 00:12:52,Cancelled,143.1
3509,949,2025-03-26 10:21:48,Purchased,63.6
3510,813,2025-03-13 20:17:13,Abandoned,44.1
3511,1151,2025-08-04 23:46:29,Abandoned,54.63
3512,354,2025-09-02 06:19:01,Purchased,440.12
3513,2141,2024-10-29 22:59:53,Abandoned,83.98
3514,2829,2024-12-18 17:23:58,Purchased,250.14
3515,851,2025-05-14 07:07:02,Abandoned,83.98
3516,2380,2025-03-06 10:08:48,Abandoned,129.44
3517,1665,2025-06-14 03:07:12,Purchased,625.07
3518,2840,2025-08-31 21:44:39,Abandoned,25.25
3519,1127,2025-10-17 20:36:18,Purchased,252.06
3520,2831,2024-11-20 07:40:21,Purchased,339.62
3521,2919,2025-03-01 20:07:01,Abandoned,129.47
3522,1168,2025-10-11 13:18:27,Purchased,489.53
3523,2849,2025-04-10 14:08:15,Abandoned,354.54
3524,2051,2025-07-22 17:13:25,Cancelled,56.46
3525,2656,2025-08-15 22:36:18,Purchased,75.55
3526,960,2025-10-01 15:25:19,Purchased,610.18
3527,2257,2025-02-26 05:57:00,Abandoned,666.03
3528,2798,2025-05-27 12:21:43,Purchased,213.41
3529,1109,2024-12-09 10:35:00,Purchased,107.68
3530,712,2025-04-13 18:06:14,Purchased,194.56
3531,2622,2025-07-03 08:37:51,Purchased,74.28
3532,2921,2025-06-20 02:07:03,Abandoned,137.89
3533,2702,2024-12-02 13:53:49,Purchased,42.69
3534,1550,2025-07-11 04:46:31,Purchased,826.94
3535,2986,2025-03-19 02:37:05,Abandoned,444.22
3536,2766,2025-08-03 12:25:47,Abandoned,41.62
3537,1998,2025-04-27 00:51:48,Purchased,122.95
3538,1644,2025-05-26 07:16:20,Purchased,333.61
3539,1488,2024-12-30 08:37:08,Purchased,162.54
3540,872,2025-06-01 21:52:01,Cancelled,490.19
3541,2036,2024-11-17 07:02:26,Cancelled,743.68
3542,2591,2025-07-25 12:46:29,Purchased,22.3
3543,355,2025-03-02 00:21:00,Purchased,80.78
3544,2518,2025-01-02 04:08:06,Purchased,163.87
3545,2250,2025-08-07 16:08:10,Abandoned,87.41
3546,259,2025-09-02 00:29:28,Purchased,710.08
3547,57,2025-02-20 05:41:47,Purchased,107.47
3548,1831,2025-06-12 07:55:56,Abandoned,57.22
3549,2162,2025-01-02 09:44:58,Purchased,166.94
3550,2376,2024-12-30 06:16:31,Purchased,74.64
3551,2338,2024-11-27 10:18:32,Purchased,30.67
3552,2755,2025-09-06 11:10:34,Purchased,55.88
3553,2803,2025-06-09 07:40:29,Purchased,246.63
3554,1394,2025-09-25 05:48:12,Purchased,189.21
3555,1477,2024-12-09 06:34:44,Purchased,122.64
3556,1830,2025-07-01 22:24:19,Purchased,72.91
3557,794,2025-07-18 10:03:21,Purchased,84.18
3558,762,2024-12-04 00:45:27,Cancelled,161.1
3559,2717,2025-07-04 18:18:18,Purchased,137.3
3560,913,2025-02-12 03:06:17,Purchased,861.73
3561,2110,2024-12-26 07:39:20,Purchased,137.86
3562,1961,2025-06-03 16:49:43,Purchased,92.92
3563,1976,2025-06-08 13:02:16,Purchased,34.12
3564,1637,2025-10-13 18:24:47,Purchased,575.17
3565,1780,2025-06-18 03:19:41,Purchased,2885.51
3566,2856,2025-02-07 03:44:52,Purchased,762.27
3567,2037,2025-05-08 19:35:21,Purchased,491.55
3568,145,2024-12-08 00:22:42,Abandoned,193.38
3569,29,2025-02-14 20:50:32,Purchased,122.37
3570,1029,2024-12-06 22:47:51,Purchased,143.1
3571,783,2025-02-12 13:23:21,Abandoned,52.49
3572,2185,2024-10-27 19:47:52,Purchased,216.59
3573,1475,2025-08-12 20:36:56,Abandoned,97.5
3574,2427,2024-11-26 19:49:42,Abandoned,32.71
3575,1956,2025-01-17 05:01:54,Purchased,704.7
3576,1259,2025-09-06 21:41:06,Purchased,291.47
3577,2005,2025-05-12 11:41:26,Abandoned,96.37
3578,1783,2025-03-14 16:25:29,Purchased,227.46
3579,2140,2025-07-21 10:41:54,Purchased,143.1
3580,2156,2025-07-25 07:01:09,Purchased,27.83
3581,2514,2025-03-28 06:13:25,Cancelled,395.26
3582,94,2025-10-10 04:35:20,Purchased,74.0
3583,1415,2025-06-06 08:22:20,Purchased,72.88
3584,524,2025-06-07 20:06:44,Purchased,253.07
3585,1220,2025-01-06 18:52:53,Purchased,140.15
3586,1011,2025-06-07 14:35:02,Purchased,161.24
3587,2994,2024-12-11 03:49:14,Purchased,670.33
3588,844,2025-02-12 15:52:08,Purchased,115.92
3589,2444,2025-09-22 02:37:11,Purchased,36.4
3590,1172,2024-12-29 13:43:34,Purchased,117.6
3591,813,2025-04-03 05:54:59,Purchased,770.38
3592,1438,2025-02-27 00:09:11,Purchased,19.06
3593,697,2024-12-23 21:54:12,Purchased,61.65
3594,2452,2024-10-27 09:22:29,Purchased,58.87
3595,2377,2025-10-11 22:23:06,Purchased,332.46
3596,2285,2024-12-11 01:06:35,Purchased,42.69
3597,2581,2025-09-12 01:28:28,Purchased,171.66
3598,2525,2024-12-27 04:41:51,Purchased,76.17
3599,2897,2025-09-08 22:22:18,Purchased,32.71
3600,1434,2025-07-28 03:20:24,Abandoned,450.5
3601,2821,2024-11-06 00:35:38,Purchased,117.19
3602,2915,2024-12-06 03:21:20,Purchased,498.4
3603,1841,2025-04-18 00:26:35,Purchased,37.21
3604,1823,2025-02-19 10:37:02,Purchased,87.89
3605,2082,2025-10-05 19:43:20,Purchased,115.47
3606,1325,2024-11-10 20:26:52,Purchased,329.36
3607,1149,2024-12-23 06:09:24,Abandoned,600.04
3608,2437,2024-11-14 05:22:33,Purchased,117.19
3609,2810,2025-06-22 16:09:07,Purchased,105.72
3610,261,2025-10-10 12:53:30,Purchased,140.76
3611,1719,2025-05-09 17:08:06,Purchased,113.86
3612,869,2025-07-03 06:48:51,Purchased,470.93
3613,2692,2025-02-19 17:39:25,Purchased,38.63
3614,182,2025-07-24 17:40:37,Purchased,312.9
3615,1439,2025-02-21 11:34:40,Purchased,93.42
3616,174,2025-04-12 10:22:01,Purchased,15.05
3617,888,2025-06-22 06:44:46,Purchased,491.59
3618,2112,2025-05-08 14:10:35,Purchased,56.46
3619,686,2025-05-12 14:07:02,Abandoned,476.78
3620,434,2025-05-15 08:07:41,Purchased,983.1
3621,1908,2025-03-26 00:27:53,Cancelled,308.03
3622,1577,2025-03-30 18:34:01,Purchased,426.91
3623,495,2025-03-15 12:39:05,Purchased,31.03
3624,2361,2025-06-24 14:23:47,Purchased,58.16
3625,315,2025-02-17 15:02:09,Purchased,105.33
3626,2448,2025-05-24 08:14:53,Purchased,197.37
3627,71,2024-11-22 22:44:04,Cancelled,98.23
3628,343,2025-07-20 12:55:41,Cancelled,59.0
3629,305,2025-05-23 20:09:48,Purchased,269.69
3630,170,2024-12-21 05:01:30,Cancelled,191.32
3631,1930,2025-04-23 02:47:28,Purchased,55.86
3632,2935,2025-01-05 15:26:58,Purchased,85.63
3633,280,2025-10-25 00:46:45,Cancelled,278.22
3634,244,2025-08-31 13:58:04,Purchased,512.86
3635,1303,2025-06-15 03:07:35,Purchased,14.0
3636,197,2024-12-12 13:37:41,Purchased,455.94
3637,2737,2025-01-29 04:58:59,Abandoned,227.67
3638,802,2025-07-09 07:01:32,Purchased,21.43
3639,2379,2025-03-23 21:57:34,Purchased,124.88
3640,2458,2025-04-20 16:10:25,Purchased,148.29
3641,2594,2025-10-04 14:41:42,Purchased,67.78
3642,1181,2025-07-11 14:29:16,Purchased,179.59
3643,201,2025-03-01 03:25:44,Abandoned,60.04
3644,1123,2025-06-17 18:37:45,Cancelled,235.2
3645,1037,2024-12-03 16:42:54,Purchased,387.46
3646,2834,2025-10-14 19:08:08,Cancelled,99.89
3647,1119,2025-04-04 20:38:15,Purchased,177.1
3648,123,2025-02-23 09:41:32,Purchased,54.07
3649,2055,2025-02-08 05:37:18,Purchased,135.41
3650,2803,2025-07-21 15:11:03,Cancelled,645.43
3651,1766,2025-06-30 10:25:17,Purchased,513.92
3652,570,2025-06-06 03:24:39,Cancelled,310.53
3653,2386,2024-12-12 05:31:03,Purchased,29.34
3654,531,2025-10-13 03:13:17,Cancelled,187.09
3655,1585,2025-02-23 20:43:28,Purchased,39.35
3656,777,2025-01-07 11:55:05,Purchased,42.82
3657,2247,2025-08-30 06:20:28,Purchased,68.15
3658,1551,2024-12-22 05:47:53,Abandoned,48.25
3659,184,2025-07-31 12:37:21,Purchased,81.19
3660,845,2024-12-08 07:36:41,Purchased,47.95
3661,735,2025-05-30 13:15:39,Purchased,685.57
3662,232,2025-07-06 09:39:11,Purchased,136.29
3663,772,2024-11-04 01:07:49,Purchased,101.26
3664,1350,2025-10-06 18:05:59,Purchased,111.2
3665,28,2024-12-01 02:28:19,Abandoned,220.43
3666,2861,2024-12-02 08:57:26,Purchased,93.79
3667,2098,2025-01-07 05:23:15,Purchased,286.2
3668,2790,2024-11-18 02:32:16,Abandoned,471.48
3669,609,2025-05-14 02:23:56,Cancelled,555.92
3670,2058,2025-02-24 08:45:12,Purchased,892.46
3671,890,2025-10-02 23:07:01,Purchased,478.56
3672,2877,2024-12-17 12:39:02,Purchased,191.32
3673,2024,2025-01-17 17:25:14,Purchased,773.12
3674,1023,2024-12-03 21:55:59,Purchased,240.97
3675,30,2025-03-13 17:00:04,Purchased,143.65
3676,2903,2025-03-30 12:56:33,Purchased,105.03
3677,1315,2025-09-12 01:13:14,Purchased,884.66
3678,2936,2025-10-01 01:56:33,Purchased,77.85
3679,2906,2025-05-20 09:44:49,Purchased,78.86
3680,1970,2025-08-19 05:41:16,Purchased,69.5
3681,901,2024-12-30 12:15:14,Purchased,72.74
3682,335,2025-10-04 17:27:18,Cancelled,709.7
3683,397,2025-01-24 18:04:17,Purchased,79.19
3684,1134,2025-02-14 17:21:41,Purchased,440.94
3685,117,2025-01-04 06:00:58,Purchased,186.4
3686,2260,2025-05-24 02:31:04,Purchased,1389.92
3687,1870,2025-01-30 12:47:30,Cancelled,101.26
3688,1182,2025-10-22 22:21:35,Cancelled,476.78
3689,686,2025-07-29 22:48:10,Purchased,37.21
3690,1799,2024-10-29 23:20:28,Purchased,45.68
3691,2998,2025-08-03 14:39:24,Purchased,29.57
3692,1884,2024-12-12 20:42:42,Purchased,363.59
3693,74,2024-12-21 11:19:30,Purchased,284.08
3694,1547,2025-10-02 11:21:47,Purchased,3448.27
3695,2201,2025-08-03 07:46:27,Purchased,895.84
3696,2638,2025-09-30 15:50:56,Purchased,16.77
3697,1643,2025-08-06 12:39:20,Purchased,84.35
3698,2677,2025-10-17 21:39:17,Purchased,45.57
3699,2369,2025-01-30 22:58:24,Purchased,93.79
3700,1440,2025-03-27 09:23:18,Purchased,24.12
3701,1593,2024-12-31 19:17:30,Purchased,109.38
3702,1258,2025-03-26 19:41:01,Abandoned,143.02
3703,341,2025-04-28 06:24:24,Purchased,98.09
3704,301,2025-09-13 22:02:54,Purchased,37.44
3705,1680,2024-11-25 21:17:41,Cancelled,142.87
3706,727,2025-06-26 17:34:22,Purchased,397.99
3707,1479,2025-01-27 10:08:17,Purchased,704.65
3708,2244,2025-08-24 05:30:49,Abandoned,23.03
3709,534,2024-12-25 13:37:47,Purchased,107.68
3710,1664,2024-10-29 01:30:38,Purchased,613.84
3711,336,2024-12-18 07:41:54,Purchased,158.83
3712,1691,2025-02-23 18:40:23,Purchased,66.13
3713,2397,2025-01-29 01:17:35,Purchased,718.66
3714,399,2025-10-24 04:15:25,Purchased,680.78
3715,2884,2025-09-14 11:07:01,Purchased,38.7
3716,1404,2025-08-15 09:08:18,Purchased,59.2
3717,1861,2025-10-02 08:57:00,Purchased,89.03
3718,150,2025-01-31 11:27:47,Purchased,31.08
3719,1877,2024-12-25 21:20:37,Purchased,212.43
3720,1491,2025-01-27 01:14:27,Abandoned,193.87
3721,1094,2025-05-21 16:16:57,Purchased,82.96
3722,2532,2025-04-07 19:11:27,Purchased,353.37
3723,1263,2025-04-14 10:34:13,Abandoned,215.81
3724,2562,2025-08-31 19:06:34,Purchased,66.52
3725,2081,2024-11-09 10:51:25,Purchased,48.25
3726,258,2025-09-06 02:48:44,Cancelled,109.49
3727,1962,2025-04-17 05:27:58,Abandoned,174.82
3728,1122,2025-04-27 06:51:22,Abandoned,34.12
3729,616,2025-03-23 15:14:57,Purchased,744.1
3730,1372,2024-11-05 16:17:26,Purchased,72.88
3731,2390,2025-02-22 22:11:12,Cancelled,347.97
3732,2574,2025-08-21 06:40:19,Purchased,89.48
3733,1038,2024-12-16 10:45:14,Purchased,92.02
3734,2460,2025-06-22 14:17:06,Purchased,39.76
3735,1290,2025-10-16 23:05:30,Purchased,93.9
3736,971,2025-08-05 08:22:01,Abandoned,105.33
3737,1975,2025-01-10 00:38:09,Purchased,72.18
3738,2988,2025-07-05 07:22:54,Purchased,52.45
3739,2956,2025-06-28 13:49:59,Purchased,336.4
3740,1945,2025-10-22 18:20:42,Purchased,157.68
3741,358,2025-07-08 22:05:00,Purchased,86.96
3742,2894,2025-07-08 18:00:07,Abandoned,183.55
3743,1670,2025-06-11 07:38:27,Purchased,174.5
3744,844,2025-08-12 22:37:00,Abandoned,187.58
3745,2654,2025-05-21 01:03:31,Purchased,1411.37
3746,1990,2025-05-04 19:44:13,Abandoned,72.91
3747,457,2025-06-30 15:20:13,Purchased,129.5
3748,286,2025-07-26 09:10:52,Abandoned,452.67
3749,2425,2025-10-13 13:11:47,Purchased,357.87
3750,1750,2025-10-09 14:31:13,Purchased,1033.94
3751,1679,2025-04-08 20:18:16,Purchased,48.95
3752,2163,2025-07-27 06:08:39,Purchased,41.62
3753,349,2025-03-27 15:00:32,Purchased,491.55
3754,980,2025-10-13 13:26:30,Cancelled,76.18
3755,522,2025-04-25 14:34:52,Purchased,193.87
3756,2754,2025-02-19 14:28:07,Purchased,581.21
3757,37,2024-11-14 06:56:27,Cancelled,300.37
3758,2627,2025-05-22 12:38:31,Purchased,84.31
3759,168,2025-07-24 07:58:32,Purchased,91.04
3760,1808,2025-09-30 13:44:16,Purchased,283.59
